season,team,player_name,player_id,games_started,first_week,last_week,birth_date,draft_year,draft_team
2012,ARI,J.Skelton,00-0027754,6,1,14,1988-03-17,2010.0,ARI
2012,ATL,M.Ryan,00-0026143,16,1,17,1985-05-17,2008.0,ATL
2012,BAL,J.Flacco,00-0026158,16,1,17,1985-01-16,2008.0,BAL
2012,BUF,R.Fitzpatrick,00-0023682,16,1,17,1982-11-24,2005.0,LA
2012,CAR,C.Newton,00-0027939,16,1,17,1989-05-11,2011.0,CAR
2012,CHI,J.Cutler,00-0024226,15,1,17,1983-04-29,2006.0,DEN
2012,CIN,A.Dalton,00-0027973,15,1,17,1987-10-29,2011.0,CIN
2012,CLE,B.Weeden,00-0029677,15,1,16,1983-10-14,2012.0,CLE
2012,DAL,T.Romo,00-0021678,16,1,17,1980-04-21,,
2012,DEN,P.Manning,00-0010346,16,1,17,1976-03-24,1998.0,IND
2012,DET,M.Stafford,00-0026498,16,1,17,1988-02-07,2009.0,DET
2012,GB,A.Rodgers,00-0023459,16,1,17,1983-12-02,2005.0,GB
2012,HOU,M.Schaub,00-0022787,16,1,17,1981-06-25,2004.0,ATL
2012,IND,A.Luck,00-0029668,16,1,17,1989-09-12,2012.0,IND
2012,JAX,B.Gabbert,00-0027948,10,1,11,1989-10-15,2011.0,JAX
2012,KC,M.Cassel,00-0023662,8,1,11,1982-05-17,2005.0,NE
2012,LAC,P.Rivers,00-0022942,16,1,17,1981-12-08,2004.0,NYG
2012,LAR,S.Bradford,00-0027854,16,1,17,1987-11-08,2010.0,LA
2012,LV,C.Palmer,00-0021429,15,1,16,1979-12-27,2003.0,CIN
2012,MIA,R.Tannehill,00-0029701,16,1,17,1988-07-27,2012.0,MIA
2012,MIN,C.Ponder,00-0027950,16,1,17,1988-02-25,2011.0,MIN
2012,NE,T.Brady,00-0019596,16,1,17,1977-08-03,2000.0,NE
2012,NO,D.Brees,00-0020531,16,1,17,1979-01-15,2001.0,LAC
2012,NYG,E.Manning,00-0022803,16,1,17,1981-01-03,2004.0,LAC
2012,NYJ,M.Sanchez,00-0026898,15,1,17,1986-11-11,2009.0,NYJ
2012,PHI,M.Vick,00-0020245,10,1,17,1980-06-26,2001.0,ATL
2012,PIT,B.Roethlisberger,00-0022924,13,1,17,1982-03-02,2004.0,PIT
2012,SEA,R.Wilson,00-0029263,16,1,17,1988-11-29,2012.0,SEA
2012,SF,A.Smith,00-0023436,9,1,10,1984-05-07,,
2012,TB,J.Freeman,00-0026993,16,1,17,1988-01-13,2009.0,TB
2012,TEN,J.Locker,00-0027946,11,1,17,1988-06-15,2011.0,TEN
2012,WAS,R.Griffin,00-0029665,15,1,17,1990-02-12,,
