season,team,player_name,player_id,games_started,first_week,last_week,birth_date,draft_year,draft_team
2002,ARI,J.Plummer,00-0013042,11,1,12,1974-12-19,1997.0,ARI
2002,ATL,M.Vick,00-0020245,15,1,17,1980-06-26,2001.0,ATL
2002,BAL,J.Blake,00-0001335,10,8,17,1970-12-04,1992.0,NYJ
2002,BUF,D.Bledsoe,00-0001361,12,1,17,1972-02-14,1993.0,NE
2002,CAR,R.Peete,00-0012732,14,1,17,1966-03-16,1989.0,DET
2002,CHI,J.Miller,00-0011276,8,1,14,1971-02-09,,
2002,CIN,J.Kitna,00-0009311,12,5,17,1972-09-21,,
2002,CLE,T.Couch,00-0003535,14,3,17,1977-07-31,1999.0,CLE
2002,DAL,C.Hutchinson,00-0020562,9,8,17,1977-02-21,,
2002,DEN,B.Griese,00-0006423,7,1,16,1975-03-18,1998.0,DEN
2002,DET,J.Harrington,00-0021141,12,3,15,1978-10-21,2002.0,DET
2002,GB,B.Favre,00-0005106,16,1,17,1969-10-10,1991.0,ATL
2002,HOU,D.Carr,00-0020608,16,1,17,1979-07-21,2002.0,HOU
2002,IND,P.Manning,00-0010346,16,1,17,1976-03-24,1998.0,IND
2002,JAX,M. Brunell,00-0002110,14,2,16,1970-09-17,1993.0,GB
2002,KC,T. Green,00-0006355,16,1,17,1970-07-09,1993.0,LAC
2002,LAC,D.Brees,00-0020531,14,1,15,1979-01-15,2001.0,LAC
2002,LAR,M. Bulger,00-0019599,7,6,16,1977-04-05,2000.0,NO
2002,LV,R. Gannon,00-0005741,10,8,17,1965-12-20,1987.0,NE
2002,MIA,J. Fiedler,00-0005180,7,4,17,1971-12-29,,
2002,MIN,D.Culpepper,00-0003739,16,1,17,1977-01-28,1999.0,MIN
2002,NE,T.Brady,00-0019596,16,1,17,1977-08-03,2000.0,NE
2002,NO,A.Brooks,00-0001823,16,1,17,1976-03-24,1999.0,GB
2002,NYG,K.Collins,00-0003292,16,1,17,1972-12-30,1995.0,CAR
2002,NYJ,C.Pennington,00-0019559,12,5,17,1976-06-26,2000.0,NYJ
2002,PHI,D.McNabb,00-0011022,10,1,11,1976-11-25,1999.0,PHI
2002,PIT,T.Maddox,00-0010261,11,5,17,1971-09-02,1992.0,DEN
2002,SEA,M.Hasselbeck,00-0007091,10,1,17,1975-09-25,1998.0,GB
2002,SF,J.Garcia,00-0005755,16,1,17,1970-02-24,,
2002,TB,B.Johnson,00-0008442,13,1,15,1968-09-13,1992.0,MIN
2002,TEN,S.McNair,00-0011024,16,1,17,1973-02-14,1995.0,HOU
2002,WAS,S.Matthews,00-0010560,7,1,11,1970-06-01,,
