season,team,player_name,player_id,games_started,first_week,last_week,birth_date,draft_year,draft_team
2020,ARI,K.Murray,00-0035228,16,1,17,1997-08-07,2019.0,ARI
2020,ATL,M.Ryan,00-0026143,16,1,17,1985-05-17,2008.0,ATL
2020,BAL,L.Jackson,00-0034796,15,1,17,1997-01-07,2018.0,BAL
2020,BUF,J.Allen,00-0034857,16,1,17,1996-05-21,2018.0,BUF
2020,CAR,T.Bridgewater,00-0031237,15,1,17,1992-11-10,2014.0,MIN
2020,CHI,M.Trubisky,00-0033869,9,1,17,1994-08-20,2017.0,CHI
2020,CIN,J.Burrow,00-0036442,10,1,11,1996-12-10,2020.0,CIN
2020,CLE,B.Mayfield,00-0034855,16,1,17,1995-04-14,2018.0,CLE
2020,DAL,A.Dalton,00-0027973,9,6,17,1987-10-29,2011.0,CIN
2020,DEN,D.Lock,00-0035704,13,1,17,1996-11-10,2019.0,DEN
2020,DET,M.Stafford,00-0026498,16,1,17,1988-02-07,2009.0,DET
2020,GB,A.Rodgers,00-0023459,16,1,17,1983-12-02,2005.0,GB
2020,HOU,D.Watson,00-0033537,16,1,17,1995-09-14,2017.0,HOU
2020,IND,P.Rivers,00-0022942,16,1,17,1981-12-08,2004.0,NYG
2020,JAX,G.Minshew II,00-0035289,5,4,15,1996-05-16,2019.0,JAX
2020,KC,P.Mahomes,00-0033873,15,1,16,1995-09-17,2017.0,KC
2020,LAC,J.Herbert,00-0036355,15,2,17,1998-03-10,2020.0,LAC
2020,LAR,J.Goff,00-0033106,15,1,16,1994-10-14,2016.0,LA
2020,LV,D.Carr,00-0031280,16,1,17,1991-03-28,2014.0,LV
2020,MIA,T.Tagovailoa,00-0036212,9,8,17,1998-03-02,2020.0,MIA
2020,MIN,K.Cousins,00-0029604,16,1,17,1988-08-19,2012.0,WAS
2020,NE,C.Newton,00-0027939,15,1,17,1989-05-11,2011.0,CAR
2020,NO,D.Brees,00-0020531,12,1,17,1979-01-15,2001.0,LAC
2020,NYG,D.Jones,00-0035710,14,1,17,1997-05-27,2019.0,NYG
2020,NYJ,S.Darnold,00-0034869,12,1,17,1997-06-05,2018.0,NYJ
2020,PHI,C.Wentz,00-0032950,12,1,13,1992-12-30,2016.0,PHI
2020,PIT,B.Roethlisberger,00-0022924,15,1,16,1982-03-02,2004.0,PIT
2020,SEA,R.Wilson,00-0029263,16,1,17,1988-11-29,2012.0,SEA
2020,SF,N.Mullens,00-0033319,8,3,15,1995-03-21,,
2020,TB,T.Brady,00-0019596,16,1,17,1977-08-03,2000.0,NE
2020,TEN,R.Tannehill,00-0029701,16,1,17,1988-07-27,2012.0,MIA
2020,WAS,D.Haskins,00-0035232,6,1,16,1997-05-03,2019.0,WAS
