season,team,player_name,player_id,games_started,first_week,last_week,birth_date,draft_year,draft_team
2004,ARI,J.McCown,00-0021206,12,1,17,1979-07-04,2002.0,ARI
2004,ATL,M.Vick,00-0020245,15,1,17,1980-06-26,2001.0,ATL
2004,BAL,K.Boller,00-0022164,16,1,17,1981-06-17,2003.0,BAL
2004,BUF,D.Bledsoe,00-0001361,16,1,17,1972-02-14,1993.0,NE
2004,CAR,J.Delhomme,00-0004161,16,1,17,1975-01-10,,
2004,CHI,C.Krenzel,00-0022818,5,8,12,1981-07-01,2004.0,CHI
2004,CIN,C.Palmer,00-0021429,13,1,14,1979-12-27,2003.0,CIN
2004,CLE,J.Garcia,00-0005755,10,1,11,1970-02-24,,
2004,DAL,V.Testaverde,00-0016193,15,1,17,1963-11-13,1987.0,TB
2004,DEN,J.Plummer,00-0013042,16,1,17,1974-12-19,1997.0,ARI
2004,DET,J.Harrington,00-0021141,16,1,17,1978-10-21,2002.0,DET
2004,GB,B.Favre,00-0005106,16,1,17,1969-10-10,1991.0,ATL
2004,HOU,D.Carr,00-0020608,16,1,17,1979-07-21,2002.0,HOU
2004,IND,P.Manning,00-0010346,16,1,17,1976-03-24,1998.0,IND
2004,JAX,B.Leftwich,00-0022177,14,1,17,1980-01-14,2003.0,JAX
2004,KC,T.Green,00-0006355,16,1,17,1970-07-09,1993.0,LAC
2004,LAC,D.Brees,00-0020531,15,1,16,1979-01-15,2001.0,LAC
2004,LAR,M.Bulger,00-0019599,14,1,17,1977-04-05,2000.0,NO
2004,LV,K.Collins,00-0003292,13,4,17,1972-12-30,1995.0,CAR
2004,MIA,A.Feeley,00-0020305,8,2,16,1977-05-16,2001.0,PHI
2004,MIN,D.Culpepper,00-0003739,16,1,17,1977-01-28,1999.0,MIN
2004,NE,T.Brady,00-0019596,16,1,17,1977-08-03,2000.0,NE
2004,NO,A.Brooks,00-0001823,16,1,17,1976-03-24,1999.0,GB
2004,NYG,K.Warner,00-0017200,9,1,10,1971-06-22,,
2004,NYJ,C.Pennington,00-0019559,13,1,17,1976-06-26,2000.0,NYJ
2004,PHI,D.McNabb,00-0011022,15,1,16,1976-11-25,1999.0,PHI
2004,PIT,B.Roethlisberger,00-0022924,13,3,16,1982-03-02,2004.0,PIT
2004,SEA,M.Hasselbeck,00-0007091,14,1,17,1975-09-25,1998.0,GB
2004,SF,T.Rattay,00-0019623,9,1,13,1977-03-15,2000.0,SF
2004,TB,B.Griese,00-0006423,10,6,16,1975-03-18,1998.0,DEN
2004,TEN,S.McNair,00-0011024,8,1,12,1973-02-14,1995.0,HOU
2004,WAS,M.Brunell,00-0002110,9,1,10,1970-09-17,1993.0,GB
