season,posteam,qb_id,qb_name,attempts,games,expected_pass_rate_on_attempts,proe_on_attempts
2024,IND,00-0039164,A.Richardson,269,10,0.7546544631174505,24.53455368825494
2024,JAX,00-0036971,T.Lawrence,289,9,0.7342158514735608,26.57841485264392
2024,KC,00-0033873,P.Mahomes,699,19,0.6627979439673932,33.72020560326068
2024,LA,00-0026498,M.Stafford,614,18,0.708772863379713,29.1227136620287
2024,LAC,00-0036355,J.Herbert,573,18,0.7133798990366138,28.662010096338616
2024,LV,00-0035289,G.Minshew,311,9,0.7603120190537628,23.968798094623725
2024,MIA,00-0036212,T.Tagovailoa,410,11,0.6960564757265696,30.394352427343044
2024,MIN,00-0034869,S.Darnold,635,18,0.6861949829956678,31.38050170043322
2024,NE,00-0039851,D.Maye,347,10,0.7396740097906817,26.032599020931837
2024,NO,00-0031280,D.Carr,282,10,0.7049734163633052,29.502658363669475
2024,NYG,00-0035710,D.Jones,364,10,0.7449771781953481,25.502282180465183
2024,NYJ,00-0023459,A.Rodgers,613,17,0.7041829975160845,29.581700248391556
2024,PHI,00-0036389,J.Hurts,493,18,0.7021226005488912,29.78773994511088
2024,PIT,00-0029263,R.Wilson,394,12,0.7307275038987852,26.92724961012148
2024,SEA,00-0030565,G.Smith,621,17,0.720375151257968,27.962484874203202
2024,SF,00-0037834,B.Purdy,476,15,0.7171959699515034,28.28040300484966
2024,TB,00-0034855,B.Mayfield,618,18,0.7033770152316413,29.662298476835865
2024,TEN,00-0039152,W.Levis,323,10,0.7726279883285055,22.73720116714944
2024,WAS,00-0039910,J.Daniels,617,18,0.7015940374792878,29.84059625207122
