season,week,game_id,posteam,qb_id,qb_name,plays,actual_pass_rate,expected_pass_rate,proe
2020,8,2020_08_IND_DET,IND,00-0022942,P.Rivers,70,0.4857142857142857,0.521843880202089,-3.6129594487803325
2020,8,2020_08_LAC_DEN,DEN,00-0035704,D.Lock,56,0.7857142857142857,0.7751285811620099,1.0585704552275794
2020,8,2020_08_LAC_DEN,LAC,00-0036355,J.Herbert,81,0.5679012345679012,0.6072551593368436,-3.935392476894237
2020,8,2020_08_LA_MIA,LA,00-0033106,J.Goff,91,0.6813186813186813,0.7342862152791285,-5.29675339604472
2020,8,2020_08_LA_MIA,MIA,00-0036212,T.Tagovailoa,47,0.5106382978723404,0.47043336674253994,4.020493112980051
2020,8,2020_08_LV_CLE,CLE,00-0034855,B.Mayfield,47,0.6170212765957447,0.6639718521148601,-4.695057551911536
2020,8,2020_08_LV_CLE,LV,00-0031280,D.Carr,68,0.4117647058823529,0.5200926703537869,-10.832796447143396
2020,8,2020_08_MIN_GB,GB,00-0023459,A.Rodgers,65,0.6615384615384615,0.7199506603754484,-5.841219883698684
2020,8,2020_08_MIN_GB,MIN,00-0029604,K.Cousins,48,0.3125,0.47018239336709183,-15.76823933670918
2020,8,2020_08_NE_BUF,BUF,00-0034857,J.Allen,53,0.41509433962264153,0.5656547934379218,-15.056045381528026
2020,8,2020_08_NE_BUF,NE,00-0027939,C.Newton,61,0.45901639344262296,0.688987636908156,-22.997124346553303
2020,8,2020_08_NO_CHI,CHI,00-0029567,N.Foles,68,0.6617647058823529,0.6910534759654718,-2.928877008311889
2020,8,2020_08_NO_CHI,NO,00-0020531,D.Brees,70,0.6142857142857143,0.6587193271943501,-4.4433612908635824
2020,8,2020_08_NYJ_KC,KC,00-0033873,P.Mahomes,54,0.7407407407407407,0.5747974330076465,16.594330773309427
2020,8,2020_08_NYJ_KC,NYJ,00-0034869,S.Darnold,55,0.6181818181818182,0.6382697441361167,-2.008792595429854
2020,8,2020_08_PIT_BAL,BAL,00-0034796,L.Jackson,77,0.45454545454545453,0.6971501069409507,-24.26046523954961
2020,8,2020_08_PIT_BAL,PIT,00-0022924,B.Roethlisberger,48,0.6875,0.5419591520912945,14.554084790870547
