season,posteam,qb_id,qb_name,games,plays,actual_pass_rate,expected_pass_rate,proe
2023,ATL,00-0031800,T.Heinicke,4,223,0.5691881963703596,0.6378492414838283,-6.866104511346875
2023,ARI,00-0035228,K.Murray,8,510,0.5871722562535823,0.6585887711259852,-7.141651487240296
2023,PIT,00-0033869,M.Trubisky,2,110,0.6019925700776765,0.674313486530768,-7.232091645309145
2023,NYJ,00-0032156,T.Siemian,3,213,0.5513311015463096,0.6259255936218304,-7.459449207552079
2023,JAX,00-0033936,C.Beathard,1,58,0.5,0.5765823745008173,-7.658237450081726
2023,CLE,00-0033275,P.Walker,2,137,0.5110826939471441,0.5939482769310372,-8.28655829838932
2023,LA,00-0034955,B.Rypien,1,55,0.5818181818181818,0.6737956914034757,-9.197750958529385
2023,PIT,00-0034771,M.Rudolph,4,251,0.4774420185842714,0.5722359305896854,-9.479391200541397
2023,CLE,00-0033537,D.Watson,6,377,0.5032924155050922,0.6018847975525136,-9.859238204742143
2023,SF,00-0034869,S.Darnold,1,57,0.5263157894736842,0.6257801529085427,-9.94643634348585
2023,ATL,00-0038122,D.Ridder,13,770,0.5463479294184755,0.6491782035343943,-10.28302741159187
2023,LA,00-0032950,C.Wentz,1,61,0.4918032786885246,0.5996881264155028,-10.788484772697824
2023,HOU,00-0028986,C.Keenum,2,98,0.5900337024554646,0.7222103267535029,-13.21766242980383
2023,CLE,00-0032436,J.Driskel,1,52,0.6153846153846154,0.7535463365224692,-13.816172113785377
2024,CIN,00-0036442,J.Burrow,17,1053,0.6755242089381447,0.5952892836285768,8.023492530956782
2024,KC,00-0033873,P.Mahomes,19,1172,0.6465473257740864,0.5844472340994308,6.210009167465557
2024,MIA,00-0037327,S.Thompson,1,33,0.696969696969697,0.6358358783252311,6.113381864446582
2024,LA,00-0031345,J.Garoppolo,1,64,0.703125,0.6466511460021138,5.647385399788618
2024,PHI,00-0038400,T.McKee,1,66,0.6363636363636364,0.5889029541250431,4.746068223859325
2024,MIN,00-0034869,S.Darnold,18,1072,0.6187294432177226,0.5807053683259432,3.802407489177934
2024,SEA,00-0030565,G.Smith,17,978,0.6539431820743831,0.6330254123860369,2.0917769688346106
