season,posteam,qb_id,qb_name,games,plays,actual_pass_rate,expected_pass_rate,proe
2024,NYJ,00-0023459,A.Rodgers,17,958,0.6527181779449558,0.632171106836765,2.0547071108190837
2024,CLE,00-0038108,B.Zappe,1,49,0.673469387755102,0.655960530650859,1.7508857104243065
2024,HOU,00-0039163,C.Stroud,19,1093,0.6350375754148992,0.621992755710998,1.3044819703901274
2024,LV,00-0038579,A.O'Connell,7,358,0.622720602170487,0.6105718139503259,1.2148788220161093
2024,CLE,00-0033537,D.Watson,7,389,0.6714230005737013,0.6602053084602184,1.121769211348297
2024,MIA,00-0036212,T.Tagovailoa,11,665,0.6237916661963272,0.6155382661841432,0.8253400012183991
2024,CLE,00-0031503,J.Winston,7,459,0.6646867608429528,0.6586592313830855,0.6027529459867245
2024,DEN,00-0039732,B.Nix,18,1063,0.6250295221084454,0.6249471653013985,0.008235680704693
2024,TB,00-0034855,B.Mayfield,18,1100,0.6030076895758115,0.6046957208214152,-0.16880312456037563
2024,DAL,00-0033077,D.Prescott,8,462,0.6693022525145127,0.6729787165436346,-0.3676464029121945
2024,SF,00-0032434,B.Allen,1,46,0.6956521739130435,0.6995739995137505,-0.3921825600707013
2024,NYG,00-0038476,T.DeVito,2,82,0.628968253968254,0.6362749503521377,-0.7306696383883713
2024,NO,00-0039376,S.Rattler,6,330,0.7082097678776654,0.7166432854499504,-0.8433517572285009
2024,WAS,00-0039910,J.Daniels,20,1193,0.5892496233780176,0.5980934203944438,-0.8843797016426184
2024,LV,00-0038122,D.Ridder,1,60,0.7333333333333333,0.7428100650509198,-0.9476731717586517
2024,KC,00-0032950,C.Wentz,1,29,0.7241379310344828,0.7368935305496742,-1.275559951519144
2024,NE,00-0039851,D.Maye,12,612,0.6435069819354545,0.6570502830227792,-1.3543301087324693
2024,LAC,00-0036355,J.Herbert,18,1024,0.5957302650689216,0.6093078184088427,-1.3577553339921022
2024,BUF,00-0034857,J.Allen,19,1093,0.5705142978959822,0.587528602943319,-1.701430504733684
2024,CAR,00-0039150,B.Young,12,666,0.6506738025401384,0.6709247969987576,-2.0250994458619287
2024,CHI,00-0039918,C.Williams,17,1031,0.6500467714496194,0.6709963472147803,-2.0949575765160846
2024,SF,00-0037834,B.Purdy,15,869,0.5951673151737189,0.6163460194410681,-2.1178704267349224
2024,LV,00-0035289,G.Minshew,9,466,0.6439378890857772,0.667171375598283,-2.323348651250577
2024,IND,00-0026158,J.Flacco,6,388,0.6145529274462719,0.6384706143751037,-2.3917686928831827
2024,NYG,00-0035704,D.Lock,5,287,0.6515139904795078,0.6771360822970023,-2.562209181749451
2024,DAL,00-0033662,C.Rush,8,479,0.5837603415214683,0.609669664269639,-2.5909322748170807
2024,ARI,00-0035228,K.Murray,17,1005,0.5972364611197631,0.6232656413677029,-2.60291802479398
2024,PIT,00-0029263,R.Wilson,12,716,0.5911417780229676,0.6242368394553702,-3.309506143240258
2024,LA,00-0026498,M.Stafford,18,1060,0.5777968154522469,0.6161325879417104,-3.833577248946349
2024,CAR,00-0027973,A.Dalton,5,283,0.5960460878149265,0.6374002962505417,-4.135420843561526
2024,DET,00-0033106,J.Goff,18,1104,0.5436430133793331,0.5861987862997027,-4.255577292036969
2024,JAX,00-0036972,M.Jones,7,404,0.602815768259643,0.646267329768086,-4.345156150844317
2024,JAX,00-0036971,T.Lawrence,10,518,0.5939127134329122,0.6380135939061875,-4.410088047327518
2024,NYG,00-0035710,D.Jones,10,617,0.6126667593775423,0.6617935478731005,-4.91267884955582
2024,NE,00-0033119,J.Brissett,5,271,0.599672131147541,0.6512403033750102,-5.156817222746914
2024,SF,00-0033949,J.Dobbs,1,70,0.6571428571428571,0.710777319754873,-5.363446261201586
2024,GB,00-0036264,J.Love,16,875,0.544490281742289,0.6045850962293657,-6.00948144870767
2024,TEN,00-0034771,M.Rudolph,5,327,0.6006962227912932,0.6630202459126984,-6.232402312140515
2024,NO,00-0038998,J.Haener,1,20,0.7,0.7635536551475525,-6.355365514755249
2024,CLE,00-0038583,D.Thompson-Robinson,2,130,0.6476190476190475,0.7117022474429437,-6.408319982389608
2024,TEN,00-0039152,W.Levis,12,574,0.6044569815148414,0.6708922708943539,-6.643528937951245
2024,ATL,00-0029604,K.Cousins,14,837,0.5679375461782029,0.6357723523352586,-6.783480615705577
2024,PIT,00-0036945,J.Fields,6,358,0.5192372227300145,0.5995546338579795,-8.03174111279649
2024,NO,00-0031280,D.Carr,10,574,0.5068745672769959,0.5903386917815803,-8.346412450458446
2024,BAL,00-0034796,L.Jackson,19,1134,0.5104601814232191,0.5948745985658752,-8.441441714265606
2024,ATL,00-0039917,M.Penix,3,198,0.5327013770986606,0.6202265726653636,-8.752519556670295
2024,PHI,00-0036389,J.Hurts,19,1107,0.48514852654503243,0.5747844259259388,-8.96358993809064
2024,DAL,00-0037012,T.Lance,1,74,0.5,0.6128213518374676,-11.28213518374675
2024,MIA,00-0035993,T.Huntley,5,289,0.5345755319175327,0.6501005021402744,-11.552497022274157
2024,IND,00-0039164,A.Richardson,11,578,0.5010931913765745,0.6303249031521864,-12.923171177561182
2024,BUF,00-0033869,M.Trubisky,1,47,0.425531914893617,0.5898219993773927,-16.42900844837757
2024,GB,00-0038128,M.Willis,2,124,0.3443051201671891,0.5510253248490051,-20.672020468181593
2024,PHI,00-0038102,K.Pickett,1,44,0.3409090909090909,0.6269471862099387,-28.603809530084785
