season,team,qb_name,first_playoff_game,game_date,player_norm,draft_team,draft_season,team_canon,drafted_by_team
2000,TB,S.King,2000_18_TB_PHI,2000-12-31,S.King,TB,1999.0,TB,True
2000,TEN,S.McNair,2000_19_BAL_TEN,2001-01-07,S.McNair,TEN,1995.0,TEN,True
2001,BAL,E.Grbac,2001_18_BAL_MIA,2002-01-13,E.Grbac,SF,1993.0,BAL,False
2001,CHI,S. Matthews,2001_19_PHI_CHI,2002-01-19,S. Matthews,,,CHI,False
2001,GB,B.Favre,2001_18_SF_GB,2002-01-13,B.Favre,ATL,1991.0,GB,False
2001,LA,K.Warner,2001_19_GB_STL,2002-01-20,K.Warner,,,LAR,False
2001,LV,R. Gannon,2001_18_NYJ_OAK,2002-01-12,R. Gannon,,,LV,False
2001,MIA,J.Fiedler,2001_18_BAL_MIA,2002-01-13,J.Fiedler,,,MIA,False
2001,NE,T.Brady,2001_19_OAK_NE,2002-01-19,T.Brady,NE,2000.0,NE,True
2001,NYJ,V.Testaverde,2001_18_NYJ_OAK,2002-01-12,V.Testaverde,TB,1987.0,NYJ,False
2001,PHI,D.McNabb,2001_18_TB_PHI,2002-01-12,D.McNabb,PHI,1999.0,PHI,True
2001,PIT,K.Stewart,2001_19_BAL_PIT,2002-01-20,K.Stewart,,,PIT,False
2001,SF,J.Garcia,2001_18_SF_GB,2002-01-13,J.Garcia,,,SF,False
2001,TB,B.Johnson,2001_18_TB_PHI,2002-01-12,B.Johnson,MIN,1992.0,TB,False
2002,ATL,M.Vick,2002_18_ATL_GB,2003-01-04,M.Vick,ATL,2001.0,ATL,True
2002,CLE,K.Holcomb,2002_18_CLE_PIT,2003-01-05,K.Holcomb,,,CLE,False
2002,GB,B.Favre,2002_18_ATL_GB,2003-01-04,B.Favre,ATL,1991.0,GB,False
2002,IND,P.Manning,2002_18_IND_NYJ,2003-01-04,P.Manning,IND,1998.0,IND,True
2002,LV,R. Gannon,2002_19_NYJ_OAK,2003-01-12,R. Gannon,,,LV,False
2002,NYG,K.Collins,2002_18_NYG_SF,2003-01-05,K.Collins,CAR,1995.0,NYG,False
2002,NYJ,C.Pennington,2002_18_IND_NYJ,2003-01-04,C.Pennington,NYJ,2000.0,NYJ,True
