season,team,qb_name,first_playoff_game,game_date,player_norm,draft_team,draft_season,team_canon,drafted_by_team
2020,GB,A.Rodgers,2020_19_LA_GB,2021-01-16,A.Rodgers,GB,2005.0,GB,True
2020,IND,P.Rivers,2020_18_IND_BUF,2021-01-09,P.Rivers,NYG,2004.0,IND,False
2020,KC,P.Mahomes,2020_19_CLE_KC,2021-01-17,P.Mahomes,KC,2017.0,KC,True
2020,LA,J.Goff,2020_18_LA_SEA,2021-01-09,J.Goff,LAR,2016.0,LAR,True
2020,NO,D.Brees,2020_18_CHI_NO,2021-01-10,D.Brees,LAC,2001.0,NO,False
2020,PIT,B.Roethlisberger,2020_18_CLE_PIT,2021-01-10,B.Roethlisberger,PIT,2004.0,PIT,True
2020,SEA,R.Wilson,2020_18_LA_SEA,2021-01-09,R.Wilson,SEA,2012.0,SEA,True
2020,TB,T.Brady,2020_18_TB_WAS,2021-01-09,T.Brady,NE,2000.0,TB,False
2020,TEN,R.Tannehill,2020_18_BAL_TEN,2021-01-10,R.Tannehill,MIA,2012.0,TEN,False
2020,WAS,T.Heinicke,2020_18_TB_WAS,2021-01-09,T.Heinicke,,,WAS,False
2021,ARI,K.Murray,2021_19_ARI_LA,2022-01-17,K.Murray,ARI,2019.0,ARI,True
2021,BUF,J.Allen,2021_19_NE_BUF,2022-01-15,J.Allen,BUF,2018.0,BUF,True
2021,CIN,J.Burrow,2021_19_LV_CIN,2022-01-15,J.Burrow,CIN,2020.0,CIN,True
2021,DAL,D.Prescott,2021_19_SF_DAL,2022-01-16,D.Prescott,DAL,2016.0,DAL,True
2021,GB,A.Rodgers,2021_20_SF_GB,2022-01-22,A.Rodgers,GB,2005.0,GB,True
2021,KC,P.Mahomes,2021_19_PIT_KC,2022-01-16,P.Mahomes,KC,2017.0,KC,True
2021,LA,M.Stafford,2021_19_ARI_LA,2022-01-17,M.Stafford,DET,2009.0,LAR,False
2021,LV,D.Carr,2021_19_LV_CIN,2022-01-15,D.Carr,LV,2014.0,LV,True
2021,NE,M.Jones,2021_19_NE_BUF,2022-01-15,M.Jones,NE,2021.0,NE,True
2021,PHI,J.Hurts,2021_19_PHI_TB,2022-01-16,J.Hurts,PHI,2020.0,PHI,True
2021,PIT,B.Roethlisberger,2021_19_PIT_KC,2022-01-16,B.Roethlisberger,PIT,2004.0,PIT,True
2021,SF,J.Garoppolo,2021_19_SF_DAL,2022-01-16,J.Garoppolo,NE,2014.0,SF,False
2021,TB,T.Brady,2021_19_PHI_TB,2022-01-16,T.Brady,NE,2000.0,TB,False
2021,TEN,R.Tannehill,2021_20_CIN_TEN,2022-01-22,R.Tannehill,MIA,2012.0,TEN,False
2022,BAL,T.Huntley,2022_19_BAL_CIN,2023-01-15,T.Huntley,,,BAL,False
2022,BUF,J.Allen,2022_19_MIA_BUF,2023-01-15,J.Allen,BUF,2018.0,BUF,True
2022,CIN,J.Burrow,2022_19_BAL_CIN,2023-01-15,J.Burrow,CIN,2020.0,CIN,True
2022,DAL,D.Prescott,2022_19_DAL_TB,2023-01-16,D.Prescott,DAL,2016.0,DAL,True
2022,JAX,T.Lawrence,2022_19_LAC_JAX,2023-01-14,T.Lawrence,JAX,2021.0,JAX,True
2022,KC,P.Mahomes,2022_20_JAX_KC,2023-01-21,P.Mahomes,KC,2017.0,KC,True
2022,LAC,J.Herbert,2022_19_LAC_JAX,2023-01-14,J.Herbert,LAC,2020.0,LAC,True
2022,MIA,S.Thompson,2022_19_MIA_BUF,2023-01-15,S.Thompson,MIA,2022.0,MIA,True
2022,MIN,K.Cousins,2022_19_NYG_MIN,2023-01-15,K.Cousins,WAS,2012.0,MIN,False
2022,NYG,D.Jones,2022_19_NYG_MIN,2023-01-15,D.Jones,NYG,2019.0,NYG,True
2022,PHI,J.Hurts,2022_20_NYG_PHI,2023-01-21,J.Hurts,PHI,2020.0,PHI,True
2022,SEA,G.Smith,2022_19_SEA_SF,2023-01-14,G.Smith,NYJ,2013.0,SEA,False
2022,SF,B.Purdy,2022_19_SEA_SF,2023-01-14,B.Purdy,SF,2022.0,SF,True
2022,TB,T.Brady,2022_19_DAL_TB,2023-01-16,T.Brady,NE,2000.0,TB,False
2023,BAL,L.Jackson,2023_20_HOU_BAL,2024-01-20,L.Jackson,BAL,2018.0,BAL,True
2023,BUF,J.Allen,2023_19_PIT_BUF,2024-01-15,J.Allen,BUF,2018.0,BUF,True
2023,CLE,J.Flacco,2023_19_CLE_HOU,2024-01-13,J.Flacco,BAL,2008.0,CLE,False
2023,DAL,D.Prescott,2023_19_GB_DAL,2024-01-14,D.Prescott,DAL,2016.0,DAL,True
2023,DET,J.Goff,2023_19_LA_DET,2024-01-14,J.Goff,LAR,2016.0,DET,False
2023,GB,J.Love,2023_19_GB_DAL,2024-01-14,J.Love,GB,2020.0,GB,True
2023,HOU,C.Stroud,2023_19_CLE_HOU,2024-01-13,C.Stroud,HOU,2023.0,HOU,True
2023,KC,P.Mahomes,2023_19_MIA_KC,2024-01-13,P.Mahomes,KC,2017.0,KC,True
2023,LA,M.Stafford,2023_19_LA_DET,2024-01-14,M.Stafford,DET,2009.0,LAR,False
2023,MIA,T.Tagovailoa,2023_19_MIA_KC,2024-01-13,T.Tagovailoa,MIA,2020.0,MIA,True
2023,PHI,J.Hurts,2023_19_PHI_TB,2024-01-15,J.Hurts,PHI,2020.0,PHI,True
2023,PIT,M.Rudolph,2023_19_PIT_BUF,2024-01-15,M.Rudolph,PIT,2018.0,PIT,True
2023,SF,B.Purdy,2023_20_GB_SF,2024-01-20,B.Purdy,SF,2022.0,SF,True
2023,TB,B.Mayfield,2023_19_PHI_TB,2024-01-15,B.Mayfield,CLE,2018.0,TB,False
2024,BAL,L.Jackson,2024_19_PIT_BAL,2025-01-11,L.Jackson,BAL,2018.0,BAL,True
2024,BUF,J.Allen,2024_19_DEN_BUF,2025-01-12,J.Allen,BUF,2018.0,BUF,True
2024,DEN,B.Nix,2024_19_DEN_BUF,2025-01-12,B.Nix,DEN,2024.0,DEN,True
2024,DET,J.Goff,2024_20_WAS_DET,2025-01-18,J.Goff,LAR,2016.0,DET,False
2024,GB,J.Love,2024_19_GB_PHI,2025-01-12,J.Love,GB,2020.0,GB,True
2024,HOU,C.Stroud,2024_19_LAC_HOU,2025-01-11,C.Stroud,HOU,2023.0,HOU,True
2024,KC,P.Mahomes,2024_20_HOU_KC,2025-01-18,P.Mahomes,KC,2017.0,KC,True
2024,LA,M.Stafford,2024_19_MIN_LA,2025-01-13,M.Stafford,DET,2009.0,LAR,False
2024,LAC,J.Herbert,2024_19_LAC_HOU,2025-01-11,J.Herbert,LAC,2020.0,LAC,True
2024,MIN,S.Darnold,2024_19_MIN_LA,2025-01-13,S.Darnold,,,MIN,False
2024,PHI,J.Hurts,2024_19_GB_PHI,2025-01-12,J.Hurts,PHI,2020.0,PHI,True
2024,PIT,R.Wilson,2024_19_PIT_BAL,2025-01-11,R.Wilson,SEA,2012.0,PIT,False
2024,TB,B.Mayfield,2024_19_WAS_TB,2025-01-12,B.Mayfield,CLE,2018.0,TB,False
2024,WAS,J.Daniels,2024_19_WAS_TB,2025-01-12,J.Daniels,WAS,2024.0,WAS,True
