season,team,qb_name,first_playoff_game,game_date,player_norm,draft_team,draft_season,team_canon,drafted_by_team
2009,MIN,B.Favre,2009_19_DAL_MIN,1/17/2010,B.Favre,ATL,1991.0,MIN,False
2009,NE,T.Brady,2009_18_BAL_NE,1/10/2010,T.Brady,NE,2000.0,NE,True
2009,NO,D.Brees,2009_19_ARI_NO,1/16/2010,D.Brees,LAC,2001.0,NO,False
2009,NYJ,M.Sanchez,2009_18_NYJ_CIN,1/9/2010,M.Sanchez,NYJ,2009.0,NYJ,True
2009,PHI,D.McNabb,2009_18_PHI_DAL,1/9/2010,D.McNabb,PHI,1999.0,PHI,True
2010,ATL,M.Ryan,2010_19_GB_ATL,1/15/2011,M.Ryan,ATL,2008.0,ATL,True
2010,BAL,J.Flacco,2010_18_BAL_KC,1/9/2011,J.Flacco,BAL,2008.0,BAL,True
2010,CHI,J.Cutler,2010_19_SEA_CHI,1/16/2011,J.Cutler,DEN,2006.0,CHI,False
2010,GB,A.Rodgers,2010_18_GB_PHI,1/9/2011,A.Rodgers,GB,2005.0,GB,True
2010,IND,P.Manning,2010_18_NYJ_IND,1/8/2011,P.Manning,IND,1998.0,IND,True
2010,KC,M.Cassel,2010_18_BAL_KC,1/9/2011,M.Cassel,NE,2005.0,KC,False
2010,NE,T.Brady,2010_19_NYJ_NE,1/16/2011,T.Brady,NE,2000.0,NE,True
2010,NO,D.Brees,2010_18_NO_SEA,1/8/2011,D.Brees,LAC,2001.0,NO,False
2010,NYJ,M.Sanchez,2010_18_NYJ_IND,1/8/2011,M.Sanchez,NYJ,2009.0,NYJ,True
2010,PHI,M.Vick,2010_18_GB_PHI,1/9/2011,M.Vick,ATL,2001.0,PHI,False
2010,PIT,B.Roethlisberger,2010_19_BAL_PIT,1/15/2011,B.Roethlisberger,PIT,2004.0,PIT,True
2010,SEA,M.Hasselbeck,2010_18_NO_SEA,1/8/2011,M.Hasselbeck,GB,1998.0,SEA,False
2011,ATL,M.Ryan,2011_18_ATL_NYG,1/8/2012,M.Ryan,ATL,2008.0,ATL,True
2011,BAL,J.Flacco,2011_19_HOU_BAL,1/15/2012,J.Flacco,BAL,2008.0,BAL,True
2011,CIN,A.Dalton,2011_18_CIN_HOU,1/7/2012,A.Dalton,CIN,2011.0,CIN,True
2011,DEN,T.Tebow,2011_18_PIT_DEN,1/8/2012,T.Tebow,DEN,2010.0,DEN,True
2011,DET,M.Stafford,2011_18_DET_NO,1/7/2012,M.Stafford,DET,2009.0,DET,True
2011,GB,A.Rodgers,2011_19_NYG_GB,1/15/2012,A.Rodgers,GB,2005.0,GB,True
2011,HOU,T.Yates,2011_18_CIN_HOU,1/7/2012,T.Yates,HOU,2011.0,HOU,True
2011,NE,T.Brady,2011_19_DEN_NE,1/14/2012,T.Brady,NE,2000.0,NE,True
2011,NO,D.Brees,2011_18_DET_NO,1/7/2012,D.Brees,LAC,2001.0,NO,False
2011,NYG,E.Manning,2011_18_ATL_NYG,1/8/2012,E.Manning,LAC,2004.0,NYG,False
2011,PIT,B.Roethlisberger,2011_18_PIT_DEN,1/8/2012,B.Roethlisberger,PIT,2004.0,PIT,True
2011,SF,A.Smith,2011_19_NO_SF,1/14/2012,A.Smith,SF,2005.0,SF,True
2012,ATL,M.Ryan,2012_19_SEA_ATL,1/13/2013,M.Ryan,ATL,2008.0,ATL,True
2012,BAL,J.Flacco,2012_18_IND_BAL,1/6/2013,J.Flacco,BAL,2008.0,BAL,True
2012,CIN,A.Dalton,2012_18_CIN_HOU,1/5/2013,A.Dalton,CIN,2011.0,CIN,True
2012,DEN,P.Manning,2012_19_BAL_DEN,1/12/2013,P.Manning,IND,1998.0,DEN,False
2012,GB,A.Rodgers,2012_18_MIN_GB,1/5/2013,A.Rodgers,GB,2005.0,GB,True
2012,HOU,M.Schaub,2012_18_CIN_HOU,1/5/2013,M.Schaub,ATL,2004.0,HOU,False
2012,IND,A.Luck,2012_18_IND_BAL,1/6/2013,A.Luck,IND,2012.0,IND,True
2012,MIN,J.Webb,2012_18_MIN_GB,1/5/2013,J.Webb,MIN,2010.0,MIN,True
2012,NE,T.Brady,2012_19_HOU_NE,1/13/2013,T.Brady,NE,2000.0,NE,True
2012,SEA,R.Wilson,2012_18_SEA_WAS,1/6/2013,R.Wilson,SEA,2012.0,SEA,True
2012,SF,C.Kaepernick,2012_19_GB_SF,1/12/2013,C.Kaepernick,,,SF,False
2012,WAS,R.Griffin,2012_18_SEA_WAS,1/6/2013,R.Griffin,WAS,2012.0,WAS,True
2013,CAR,C.Newton,2013_19_SF_CAR,1/12/2014,C.Newton,CAR,2011.0,CAR,True
2013,CIN,A.Dalton,2013_18_SD_CIN,1/5/2014,A.Dalton,CIN,2011.0,CIN,True
2013,DEN,P.Manning,2013_19_SD_DEN,1/12/2014,P.Manning,IND,1998.0,DEN,False
2013,GB,A.Rodgers,2013_18_SF_GB,1/5/2014,A.Rodgers,GB,2005.0,GB,True
2013,IND,A.Luck,2013_18_KC_IND,1/4/2014,A.Luck,IND,2012.0,IND,True
2013,KC,A.Smith,2013_18_KC_IND,1/4/2014,A.Smith,SF,2005.0,KC,False
2013,LAC,P.Rivers,2013_18_SD_CIN,1/5/2014,P.Rivers,NYG,2004.0,LAC,False
2013,NE,T.Brady,2013_19_IND_NE,1/11/2014,T.Brady,NE,2000.0,NE,True
2013,NO,D.Brees,2013_18_NO_PHI,1/4/2014,D.Brees,LAC,2001.0,NO,False
2013,PHI,N.Foles,2013_18_NO_PHI,1/4/2014,N.Foles,PHI,2012.0,PHI,True
2013,SEA,R.Wilson,2013_19_NO_SEA,1/11/2014,R.Wilson,SEA,2012.0,SEA,True
2013,SF,C.Kaepernick,2013_18_SF_GB,1/5/2014,C.Kaepernick,,,SF,False
2014,ARI,R.Lindley,2014_18_ARI_CAR,1/3/2015,R.Lindley,,,ARI,False
2014,BAL,J.Flacco,2014_18_BAL_PIT,1/3/2015,J.Flacco,BAL,2008.0,BAL,True
2014,CAR,C.Newton,2014_18_ARI_CAR,1/3/2015,C.Newton,CAR,2011.0,CAR,True
2014,CIN,A.Dalton,2014_18_CIN_IND,1/4/2015,A.Dalton,CIN,2011.0,CIN,True
2014,DAL,T.Romo,2014_18_DET_DAL,1/4/2015,T.Romo,,,DAL,False
2014,DEN,P.Manning,2014_19_IND_DEN,1/11/2015,P.Manning,IND,1998.0,DEN,False
2014,DET,M.Stafford,2014_18_DET_DAL,1/4/2015,M.Stafford,DET,2009.0,DET,True
2014,GB,A.Rodgers,2014_19_DAL_GB,1/11/2015,A.Rodgers,GB,2005.0,GB,True
2014,IND,A.Luck,2014_18_CIN_IND,1/4/2015,A.Luck,IND,2012.0,IND,True
2014,NE,T.Brady,2014_19_BAL_NE,1/10/2015,T.Brady,NE,2000.0,NE,True
2014,PIT,B.Roethlisberger,2014_18_BAL_PIT,1/3/2015,B.Roethlisberger,PIT,2004.0,PIT,True
2014,SEA,R.Wilson,2014_19_CAR_SEA,1/10/2015,R.Wilson,SEA,2012.0,SEA,True
2015,ARI,C.Palmer,2015_19_GB_ARI,1/16/2016,C.Palmer,CIN,2003.0,ARI,False
2015,CAR,C.Newton,2015_19_SEA_CAR,1/17/2016,C.Newton,CAR,2011.0,CAR,True
2015,CIN,A.McCarron,2015_18_PIT_CIN,1/9/2016,A.McCarron,CIN,2014.0,CIN,True
2015,DEN,P.Manning,2015_19_PIT_DEN,1/17/2016,P.Manning,IND,1998.0,DEN,False
2015,GB,A.Rodgers,2015_18_GB_WAS,1/10/2016,A.Rodgers,GB,2005.0,GB,True
2015,HOU,B.Hoyer,2015_18_KC_HOU,1/9/2016,B.Hoyer,,,HOU,False
2015,KC,A.Smith,2015_18_KC_HOU,1/9/2016,A.Smith,SF,2005.0,KC,False
2015,MIN,T.Bridgewater,2015_18_SEA_MIN,1/10/2016,T.Bridgewater,MIN,2014.0,MIN,True
2015,NE,T.Brady,2015_19_KC_NE,1/16/2016,T.Brady,NE,2000.0,NE,True
2015,PIT,B.Roethlisberger,2015_18_PIT_CIN,1/9/2016,B.Roethlisberger,PIT,2004.0,PIT,True
2015,SEA,R.Wilson,2015_18_SEA_MIN,1/10/2016,R.Wilson,SEA,2012.0,SEA,True
2015,WAS,K.Cousins,2015_18_GB_WAS,1/10/2016,K.Cousins,WAS,2012.0,WAS,True
2016,ATL,M.Ryan,2016_19_SEA_ATL,1/14/2017,M.Ryan,ATL,2008.0,ATL,True
2016,DAL,D.Prescott,2016_19_GB_DAL,1/15/2017,D.Prescott,DAL,2016.0,DAL,True
2016,DET,M.Stafford,2016_18_DET_SEA,1/7/2017,M.Stafford,DET,2009.0,DET,True
2016,GB,A.Rodgers,2016_18_NYG_GB,1/8/2017,A.Rodgers,GB,2005.0,GB,True
2016,HOU,B.Osweiler,2016_18_OAK_HOU,1/7/2017,B.Osweiler,DEN,2012.0,HOU,False
2016,KC,A.Smith,2016_19_PIT_KC,1/15/2017,A.Smith,SF,2005.0,KC,False
2016,LV,C.Cook,2016_18_OAK_HOU,1/7/2017,C.Cook,LV,2016.0,LV,True
2016,MIA,M.Moore,2016_18_MIA_PIT,1/8/2017,M.Moore,,,MIA,False
2016,NE,T.Brady,2016_19_HOU_NE,1/14/2017,T.Brady,NE,2000.0,NE,True
2016,NYG,E.Manning,2016_18_NYG_GB,1/8/2017,E.Manning,LAC,2004.0,NYG,False
2016,PIT,B.Roethlisberger,2016_18_MIA_PIT,1/8/2017,B.Roethlisberger,PIT,2004.0,PIT,True
2016,SEA,R.Wilson,2016_18_DET_SEA,1/7/2017,R.Wilson,SEA,2012.0,SEA,True
2017,ATL,M.Ryan,2017_18_ATL_LA,1/6/2018,M.Ryan,ATL,2008.0,ATL,True
2017,BUF,T.Taylor,2017_18_BUF_JAX,1/7/2018,T.Taylor,BAL,2011.0,BUF,False
2017,CAR,C.Newton,2017_18_CAR_NO,1/7/2018,C.Newton,CAR,2011.0,CAR,True
2017,JAX,B.Bortles,2017_18_BUF_JAX,1/7/2018,B.Bortles,JAX,2014.0,JAX,True
2017,KC,A.Smith,2017_18_TEN_KC,1/6/2018,A.Smith,SF,2005.0,KC,False
2017,LA,J.Goff,2017_18_ATL_LA,1/6/2018,J.Goff,LAR,2016.0,LAR,True
2017,MIN,C.Keenum,2017_19_NO_MIN,1/14/2018,C.Keenum,,,MIN,False
2017,NE,T.Brady,2017_19_TEN_NE,1/13/2018,T.Brady,NE,2000.0,NE,True
2017,NO,D.Brees,2017_18_CAR_NO,1/7/2018,D.Brees,LAC,2001.0,NO,False
2017,PHI,N.Foles,2017_19_ATL_PHI,1/13/2018,N.Foles,PHI,2012.0,PHI,True
2017,PIT,B.Roethlisberger,2017_19_JAX_PIT,1/14/2018,B.Roethlisberger,PIT,2004.0,PIT,True
2017,TEN,M.Mariota,2017_18_TEN_KC,1/6/2018,M.Mariota,TEN,2015.0,TEN,True
2018,BAL,L.Jackson,2018_18_LAC_BAL,1/6/2019,L.Jackson,BAL,2018.0,BAL,True
2018,CHI,M.Trubisky,2018_18_PHI_CHI,1/6/2019,M.Trubisky,CHI,2017.0,CHI,True
2018,DAL,D.Prescott,2018_18_SEA_DAL,1/5/2019,D.Prescott,DAL,2016.0,DAL,True
2018,HOU,D.Watson,2018_18_IND_HOU,1/5/2019,D.Watson,HOU,2017.0,HOU,True
2018,IND,A.Luck,2018_18_IND_HOU,1/5/2019,A.Luck,IND,2012.0,IND,True
2018,KC,P.Mahomes,2018_19_IND_KC,1/12/2019,P.Mahomes,KC,2017.0,KC,True
2018,LA,J.Goff,2018_19_DAL_LA,1/12/2019,J.Goff,LAR,2016.0,LAR,True
2018,LAC,P.Rivers,2018_18_LAC_BAL,1/6/2019,P.Rivers,NYG,2004.0,LAC,False
2018,NE,T.Brady,2018_19_LAC_NE,1/13/2019,T.Brady,NE,2000.0,NE,True
2018,NO,D.Brees,2018_19_PHI_NO,1/13/2019,D.Brees,LAC,2001.0,NO,False
2018,PHI,N.Foles,2018_18_PHI_CHI,1/6/2019,N.Foles,PHI,2012.0,PHI,True
2018,SEA,R.Wilson,2018_18_SEA_DAL,1/5/2019,R.Wilson,SEA,2012.0,SEA,True
2019,BAL,L.Jackson,2019_19_TEN_BAL,1/11/2020,L.Jackson,BAL,2018.0,BAL,True
2019,BUF,J.Allen,2019_18_BUF_HOU,1/4/2020,J.Allen,BUF,2018.0,BUF,True
2019,GB,A.Rodgers,2019_19_SEA_GB,1/12/2020,A.Rodgers,GB,2005.0,GB,True
2019,HOU,D.Watson,2019_18_BUF_HOU,1/4/2020,D.Watson,HOU,2017.0,HOU,True
2019,KC,P.Mahomes,2019_19_HOU_KC,1/12/2020,P.Mahomes,KC,2017.0,KC,True
2019,MIN,K.Cousins,2019_18_MIN_NO,1/5/2020,K.Cousins,WAS,2012.0,MIN,False
2019,NE,T.Brady,2019_18_TEN_NE,1/4/2020,T.Brady,NE,2000.0,NE,True
2019,NO,D.Brees,2019_18_MIN_NO,1/5/2020,D.Brees,LAC,2001.0,NO,False
2019,PHI,J.McCown,2019_18_SEA_PHI,1/5/2020,J.McCown,ARI,2002.0,PHI,False
2019,SEA,R.Wilson,2019_18_SEA_PHI,1/5/2020,R.Wilson,SEA,2012.0,SEA,True
2019,SF,J.Garoppolo,2019_19_MIN_SF,1/11/2020,J.Garoppolo,NE,2014.0,SF,False
2019,TEN,R.Tannehill,2019_18_TEN_NE,1/4/2020,R.Tannehill,MIA,2012.0,TEN,False
2020,BAL,L.Jackson,2020_18_BAL_TEN,1/10/2021,L.Jackson,BAL,2018.0,BAL,True
2020,BUF,J.Allen,2020_18_IND_BUF,1/9/2021,J.Allen,BUF,2018.0,BUF,True
2020,CHI,M.Trubisky,2020_18_CHI_NO,1/10/2021,M.Trubisky,CHI,2017.0,CHI,True
2020,CLE,B.Mayfield,2020_18_CLE_PIT,1/10/2021,B.Mayfield,CLE,2018.0,CLE,True
2020,GB,A.Rodgers,2020_19_LA_GB,1/16/2021,A.Rodgers,GB,2005.0,GB,True
2020,IND,P.Rivers,2020_18_IND_BUF,1/9/2021,P.Rivers,NYG,2004.0,IND,False
2020,KC,P.Mahomes,2020_19_CLE_KC,1/17/2021,P.Mahomes,KC,2017.0,KC,True
2020,LA,J.Goff,2020_18_LA_SEA,1/9/2021,J.Goff,LAR,2016.0,LAR,True
2020,NO,D.Brees,2020_18_CHI_NO,1/10/2021,D.Brees,LAC,2001.0,NO,False
2020,PIT,B.Roethlisberger,2020_18_CLE_PIT,1/10/2021,B.Roethlisberger,PIT,2004.0,PIT,True
2020,SEA,R.Wilson,2020_18_LA_SEA,1/9/2021,R.Wilson,SEA,2012.0,SEA,True
2020,TB,T.Brady,2020_18_TB_WAS,1/9/2021,T.Brady,NE,2000.0,TB,False
2020,TEN,R.Tannehill,2020_18_BAL_TEN,1/10/2021,R.Tannehill,MIA,2012.0,TEN,False
2020,WAS,T.Heinicke,2020_18_TB_WAS,1/9/2021,T.Heinicke,,,WAS,False
2021,ARI,K.Murray,2021_19_ARI_LA,1/17/2022,K.Murray,ARI,2019.0,ARI,True
2021,BUF,J.Allen,2021_19_NE_BUF,1/15/2022,J.Allen,BUF,2018.0,BUF,True
2021,CIN,J.Burrow,2021_19_LV_CIN,1/15/2022,J.Burrow,CIN,2020.0,CIN,True
2021,DAL,D.Prescott,2021_19_SF_DAL,1/16/2022,D.Prescott,DAL,2016.0,DAL,True
2021,GB,A.Rodgers,2021_20_SF_GB,1/22/2022,A.Rodgers,GB,2005.0,GB,True
2021,KC,P.Mahomes,2021_19_PIT_KC,1/16/2022,P.Mahomes,KC,2017.0,KC,True
